id	taxid	organism_name	infraspecific_name	file	ncbi_taxid	kingdom	phylum	class	order	family	genus	species
GCF_002222615.2	47678	Bacteroides caccae	strain=ATCC 43185	models/b/bacteroides/Bacteroides_caccae_ATCC_43185.xml.gz	47678	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides caccae
GCF_001941975.1	1337886	Sporomusa sphaeroides DSM 2875	strain=DSM 2875	models/s/sporomusa/Sporomusa_sphaeroides_DSM_2875.xml.gz	1337886	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Sporomusales	f__Sporomusaceae	g__Sporomusa	s__Sporomusa sphaeroides
GCF_000178375.1	747682	Mycoplasma alligatoris A21JP2	strain=A21JP2	models/m/mycoplasma/Mycoplasma_alligatoris_A21JP2.xml.gz	747682	d__Bacteria	p__Firmicutes	c__Bacilli	o__Mycoplasmatales	f__Metamycoplasmataceae	g__Mycoplasmopsis_A	s__Mycoplasmopsis_A alligatoris
GCF_000026505.1	568703	Lactobacillus rhamnosus GG	strain=GG (ATCC 53103)	models/l/lactobacillus/Lactobacillus_rhamnosus_GG_GG_ATCC_53103.xml.gz	568703	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lacticaseibacillus	s__Lacticaseibacillus rhamnosus
GCF_000721235.1	47716	Streptomyces olivaceus	strain=NRRL B-3009	models/s/streptomyces/Streptomyces_olivaceus_NRRL_B_3009.xml.gz	47716	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces olivaceus
GCF_000347595.1	1171377	Bibersteinia trehalosi USDA-ARS-USMARC-192	strain=USDA-ARS-USMARC-192	models/b/bibersteinia/Bibersteinia_trehalosi_USDA_ARS_USMARC_192.xml.gz	1171377	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Bibersteinia	s__Bibersteinia trehalosi
GCF_000381025.1	1123321	Streptomyces sulphureus DSM 40104	strain=DSM 40104	models/s/streptomyces/Streptomyces_sulphureus_DSM_40104.xml.gz	1123321	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces sulphureus
GCF_001418335.1	47760	Streptomyces aurantiacus	strain=NRRL ISP-5412	models/s/streptomyces/Streptomyces_aurantiacus_NRRL_ISP_5412.xml.gz	47760	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces aurantiacus
GCF_001729485.1	47763	Streptomyces lydicus	strain=103	models/s/streptomyces/Streptomyces_lydicus_103.xml.gz	47763	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces libani
GCF_000091765.1	748671	Lactobacillus crispatus ST1	strain=ST1	models/l/lactobacillus/Lactobacillus_crispatus_ST1.xml.gz	748671	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus crispatus
GCF_001274875.1	273035	Spiroplasma kunkelii CR2-3x	strain=CR2-3x	models/s/spiroplasma/Spiroplasma_kunkelii_CR2_3x.xml.gz	273035	d__Bacteria	p__Firmicutes	c__Bacilli	o__Mycoplasmatales	f__Mycoplasmataceae	g__Spiroplasma	s__Spiroplasma phoeniceum
GCF_000689255.1	47839	Mycobacterium triplex	strain=DSM 44626	models/m/mycobacterium/Mycobacterium_triplex_DSM_44626.xml.gz	47839	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__Mycobacterium triplex
GCF_900163655.1	47847	Brachybacterium nesterenkovii	strain=CIP104813	models/b/brachybacterium/Brachybacterium_nesterenkovii_CIP104813.xml.gz	47847	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium nesterenkovii
GCF_000145235.1	644283	Micromonospora aurantiaca ATCC 27029	strain=ATCC 27029	models/m/micromonospora/Micromonospora_aurantiaca_ATCC_27029.xml.gz	644283	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Micromonospora	s__Micromonospora aurantiaca
GCF_900091535.1	47853	Micromonospora carbonacea	strain=DSM 43168	models/m/micromonospora/Micromonospora_carbonacea_DSM_43168.xml.gz	47853	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Micromonospora	s__Micromonospora carbonacea
GCF_900091475.1	47854	Micromonospora chersina	strain=DSM 44151	models/m/micromonospora/Micromonospora_chersina_DSM_44151.xml.gz	47854	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Micromonospora	s__Micromonospora chersina
GCF_900090285.1	47865	Micromonospora inositola	strain=DSM 43819	models/m/micromonospora/Micromonospora_inositola_DSM_43819.xml.gz	47865	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Micromonospora	s__Micromonospora inositola
GCF_900091415.1	47866	Micromonospora inyonensis	strain=DSM 46123	models/m/micromonospora/Micromonospora_inyonensis_DSM_46123.xml.gz	47866	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Micromonospora	s__Micromonospora inyonensis
GCF_900091625.1	47871	Micromonospora peucetia	strain=DSM 43363	models/m/micromonospora/Micromonospora_peucetia_DSM_43363.xml.gz	47871	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Micromonospora	s__Micromonospora peucetia
GCF_900091515.1	47872	Micromonospora purpureochromogenes	strain=DSM 43821	models/m/micromonospora/Micromonospora_purpureochromogenes_DSM_43821.xml.gz	47872	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Micromonospora	s__Micromonospora chalcea
GCF_001567585.1	47874	Micromonospora rosaria	strain=DSM 803	models/m/micromonospora/Micromonospora_rosaria_DSM_803.xml.gz	47874	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Micromonospora	s__Micromonospora rosaria
GCF_000213805.1	743720	Pseudomonas fulva 12-X	strain=12-X	models/p/pseudomonas/Pseudomonas_fulva_12_X.xml.gz	743720	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E fulva_B
GCF_001006005.1	47917	Serratia fonticola	strain=DSM 4576	models/s/serratia/Serratia_fonticola_DSM_4576.xml.gz	47917	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Serratia_A	s__Serratia_A fonticola
GCF_001900245.1	48003	Mycoplasma pullorum	strain=B359_6	models/m/mycoplasma/Mycoplasma_pullorum_B359_6.xml.gz	48003	d__Bacteria	p__Firmicutes	c__Bacilli	o__Mycoplasmatales	f__Metamycoplasmataceae	g__Mycoplasmopsis_A	s__Mycoplasmopsis_A pullorum
GCF_900107855.1	1122198	Marinobacterium georgiense DSM 11526	strain=DSM 11526	models/m/marinobacterium/Marinobacterium_georgiense_DSM_11526.xml.gz	1122198	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Nitrincolaceae	g__Marinobacterium	s__Marinobacterium georgiense
GCF_002051585.1	48256	[Clostridium] hungatei	strain=DSM 14427	models/c/clostridium/Clostridium_hungatei_DSM_14427.xml.gz	48256	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Acetivibrionales	f__DSM-27016	g__Ruminiclostridium	s__Ruminiclostridium hungatei
GCF_000383415.1	1267005	Hyphomicrobium zavarzinii ATCC 27496	strain=ZV-622	models/h/hyphomicrobium/Hyphomicrobium_zavarzinii_ATCC_27496_ZV_622.xml.gz	1267005	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium	s__Hyphomicrobium zavarzinii
GCF_000191145.1	871585	Acinetobacter pittii PHEA-2	strain=PHEA-2	models/a/acinetobacter/Acinetobacter_pittii_PHEA_2.xml.gz	871585	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter pittii
GCF_900167535.1	48467	Prosthecobacter debontii	strain=ATCC 700200	models/p/prosthecobacter/Prosthecobacter_debontii_ATCC_700200.xml.gz	48467	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Prosthecobacter	s__Prosthecobacter debontii
GCF_001705565.1	48664	Xanthomonas fragariae		models/x/xanthomonas/Xanthomonas_fragariae.xml.gz	48664	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Xanthomonas	s__Xanthomonas fragariae
GCF_900102875.1	48727	Halomonas pantelleriensis	strain=AAP	models/h/halomonas/Halomonas_pantelleriensis_AAP.xml.gz	48727	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas_B	s__Halomonas_B pantelleriensis
GCF_000013325.1	279238	Novosphingobium aromaticivorans DSM 12444	strain=DSM 12444	models/n/novosphingobium/Novosphingobium_aromaticivorans_DSM_12444.xml.gz	279238	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium aromaticivorans
GCF_000807925.1	48936	Novosphingobium subterraneum	strain=DSM 12447	models/n/novosphingobium/Novosphingobium_subterraneum_DSM_12447.xml.gz	48936	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium subterraneum
GCF_900155945.1	49186	Marinobacterium stanieri	strain=DSM 7027	models/m/marinobacterium/Marinobacterium_stanieri_DSM_7027.xml.gz	49186	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Nitrincolaceae	g__Marinobacterium	s__Marinobacterium stanieri
GCF_000425305.1	1123037	Psychroserpens burtonensis DSM 12212	strain=DSM 12212	models/p/psychroserpens/Psychroserpens_burtonensis_DSM_12212.xml.gz	1123037	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Psychroserpens	s__Psychroserpens burtonensis
GCF_001678675.1	49280	Gelidibacter algens	strain=ACAM 536	models/g/gelidibacter/Gelidibacter_algens_ACAM_536.xml.gz	49280	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Gelidibacter	s__Gelidibacter algens
GCF_000014185.1	266117	Rubrobacter xylanophilus DSM 9941	strain=DSM 9941	models/r/rubrobacter/Rubrobacter_xylanophilus_DSM_9941.xml.gz	266117	d__Bacteria	p__Actinobacteriota	c__Rubrobacteria	o__Rubrobacterales	f__Rubrobacteraceae	g__Rubrobacter_B	s__Rubrobacter_B xylanophilus
GCF_000021925.1	272564	Desulfitobacterium hafniense DCB-2	strain=DCB-2	models/d/desulfitobacterium/Desulfitobacterium_hafniense_DCB_2.xml.gz	272564	d__Bacteria	p__Firmicutes_B	c__Desulfitobacteriia	o__Desulfitobacteriales	f__Desulfitobacteriaceae	g__Desulfitobacterium	s__Desulfitobacterium hafniense
GCF_000469665.2	1399147	Holospora obtusa F1	strain=F1	models/h/holospora/Holospora_obtusa_F1.xml.gz	1399147	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Holosporales	f__Holosporaceae	g__Holospora	s__Holospora obtusa
GCF_000025845.1	512564	Mycoplasma crocodyli MP145	strain=MP145	models/m/mycoplasma/Mycoplasma_crocodyli_MP145.xml.gz	512564	d__Bacteria	p__Firmicutes	c__Bacilli	o__Mycoplasmatales	f__Metamycoplasmataceae	g__Mycoplasmopsis_A	s__Mycoplasmopsis_A crocodyli
GCF_900108595.1	50340	Pseudomonas fuscovaginae	strain=LMG 2158	models/p/pseudomonas/Pseudomonas_fuscovaginae_LMG_2158.xml.gz	50340	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E fuscovaginae_B
GCF_000964365.1	1231350	Acidisphaera rubrifaciens HS-AP3	strain=HS-AP3	models/a/acidisphaera/Acidisphaera_rubrifaciens_HS_AP3.xml.gz	1231350	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Acidisphaera	s__Acidisphaera rubrifaciens
GCF_000765905.1	50960	Helicobacter trogontum	strain=ATCC 700114	models/h/helicobacter/Helicobacter_trogontum_ATCC_700114.xml.gz	50960	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_A	s__Helicobacter_A trogontum
GCF_000161975.1	592031	Eubacterium saphenum ATCC 49989	strain=ATCC 49989	models/e/eubacterium/Eubacterium_saphenum_ATCC_49989.xml.gz	592031	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Eubacterium_N	s__Eubacterium_N saphenum
GCF_000413055.1	1125699	Treponema maltophilum ATCC 51939	strain=ATCC 51939	models/t/treponema/Treponema_maltophilum_ATCC_51939.xml.gz	1125699	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_C	s__Treponema_C maltophilum
GCF_000284835.1	1160707	Ureibacillus thermosphaericus str. Thermo-BF	strain=Thermo-BF	models/u/ureibacillus/Ureibacillus_thermosphaericus_str_Thermo_BF.xml.gz	1160707	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Ureibacillus	s__Ureibacillus thermosphaericus
GCF_900130015.1	1121409	Desulfofustis glycolicus DSM 9705	strain=DSM 9705	models/d/desulfofustis/Desulfofustis_glycolicus_DSM_9705.xml.gz	1121409	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfocapsaceae	g__Desulfofustis	s__Desulfofustis glycolicus
GCF_000190635.1	645991	Syntrophobotulus glycolicus DSM 8271	strain=DSM 8271	models/s/syntrophobotulus/Syntrophobotulus_glycolicus_DSM_8271.xml.gz	645991	d__Bacteria	p__Firmicutes_B	c__Desulfitobacteriia	o__Desulfitobacteriales	f__Syntrophobotulaceae	g__Syntrophobotulus	s__Syntrophobotulus glycolicus
GCF_000008885.1	36870	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis		models/w/wigglesworthia/Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis.xml.gz	36870	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales_A	f__Enterobacteriaceae_A	g__Wigglesworthia	s__Wigglesworthia glossinidia_A
GCF_000247565.1	1142511	Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)		models/w/wigglesworthia/Wigglesworthia_glossinidia_endosymbiont_of_Glossina_morsitans_morsitans_Yale_colony.xml.gz	1142511	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales_A	f__Enterobacteriaceae_A	g__Wigglesworthia	s__Wigglesworthia glossinidia_B
GCF_000735365.1	1006000	Kluyvera ascorbata ATCC 33433	strain=ATCC 33433	models/k/kluyvera/Kluyvera_ascorbata_ATCC_33433.xml.gz	1006000	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Kluyvera	s__Kluyvera ascorbata
GCF_000367765.1	1188233	Mycoplasma auris 15026	strain=15026	models/m/mycoplasma/Mycoplasma_auris_15026.xml.gz	1188233	d__Bacteria	p__Firmicutes	c__Bacilli	o__Mycoplasmatales	f__Metamycoplasmataceae	g__Metamycoplasma	s__Metamycoplasma auris_A
GCF_000875755.1	743967	Mycoplasma yeatsii GM274B	strain=GM274B	models/m/mycoplasma/Mycoplasma_yeatsii_GM274B.xml.gz	743967	d__Bacteria	p__Firmicutes	c__Bacilli	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma yeatsii
GCF_000565345.1	1269942	Salinivibrio costicola subsp. costicola ATCC 33508 = LMG 11651	strain=LMG 11651	models/s/salinivibrio/Salinivibrio_costicola_subsp_costicola_ATCC_33508_LMG_11651.xml.gz	1269942	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Salinivibrio	s__Salinivibrio costicola
GCF_002224645.1	51515	Dehalobacterium formicoaceticum	strain=DMC	models/d/dehalobacterium/Dehalobacterium_formicoaceticum_DMC.xml.gz	51515	d__Bacteria	p__Firmicutes_B	c__Dehalobacteriia	o__Dehalobacteriales	f__Dehalobacteriaceae	g__Dehalobacterium	s__Dehalobacterium formicoaceticum
GCF_900103035.1	51642	Nitrosomonas mobilis		models/n/nitrosomonas/Nitrosomonas_mobilis.xml.gz	51642	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__Nitrosomonas	s__Nitrosomonas mobilis
GCF_001611135.1	51663	Pediococcus damnosus	strain=TMW 2.1535	models/p/pediococcus/Pediococcus_damnosus_TMW_2_1535.xml.gz	51663	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Pediococcus	s__Pediococcus damnosus
GCF_001436095.1	1423738	Lactobacillus dextrinicus DSM 20335	strain=DSM 20335	models/l/lactobacillus/Lactobacillus_dextrinicus_DSM_20335.xml.gz	1423738	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lapidilactobacillus	s__Lapidilactobacillus dextrinicus
GCF_000283615.1	945021	Tetragenococcus halophilus NBRC 12172	strain=NBRC 12172	models/t/tetragenococcus/Tetragenococcus_halophilus_NBRC_12172.xml.gz	945021	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Tetragenococcus	s__Tetragenococcus halophilus
GCF_900116175.1	51670	Hyphomicrobium facile	strain=DSM 1565	models/h/hyphomicrobium/Hyphomicrobium_facile_DSM_1565.xml.gz	51670	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium	s__Hyphomicrobium facile
GCF_002151265.1	1191209	Halomonas desiderata SP1	strain=SP1	models/h/halomonas/Halomonas_desiderata_SP1.xml.gz	1191209	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas	s__Halomonas desiderata
GCF_000092125.1	526227	Meiothermus silvanus DSM 9946	strain=DSM 9946	models/m/meiothermus/Meiothermus_silvanus_DSM_9946.xml.gz	526227	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Thermaceae	g__Meiothermus_B	s__Meiothermus_B silvanus
GCF_000430045.1	926560	Meiothermus chliarophilus DSM 9957	strain=DSM 9957	models/m/meiothermus/Meiothermus_chliarophilus_DSM_9957.xml.gz	926560	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Thermaceae	g__Calidithermus	s__Calidithermus chliarophilus
GCF_000155955.1	500635	Mitsuokella multacida DSM 20544	strain=DSM 20544	models/m/mitsuokella/Mitsuokella_multacida_DSM_20544.xml.gz	500635	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Mitsuokella	s__Mitsuokella multacida
GCF_000220215.1	908937	Prevotella dentalis DSM 3688	strain=DSM 3688	models/p/prevotella/Prevotella_dentalis_DSM_3688.xml.gz	908937	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella seregens
GCF_001314245.2	52242	Lactobacillus gallinarum	strain=HFD4	models/l/lactobacillus/Lactobacillus_gallinarum_HFD4.xml.gz	52242	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus helveticus
GCF_900114305.1	52441	Nitrosomonas aestuarii	strain=Nm69	models/n/nitrosomonas/Nitrosomonas_aestuarii_Nm69.xml.gz	52441	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__Nitrosomonas	s__Nitrosomonas aestuarii
GCF_900114795.1	52442	Nitrosomonas nitrosa	strain=Nm146	models/n/nitrosomonas/Nitrosomonas_nitrosa_Nm146.xml.gz	52442	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__Nitrosomonas	s__Nitrosomonas nitrosa
GCF_000325665.1	1042417	Brachyspira pilosicoli P43/6/78	strain=P43/6/78	models/b/brachyspira/Brachyspira_pilosicoli_P43_6_78.xml.gz	1042417	d__Bacteria	p__Spirochaetota	c__Brachyspirae	o__Brachyspirales	f__Brachyspiraceae	g__Brachyspira	s__Brachyspira pilosicoli
GCF_000169415.1	388399	Sagittula stellata E-37	strain=E-37	models/s/sagittula/Sagittula_stellata_E_37.xml.gz	388399	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Sagittula	s__Sagittula stellata
GCF_001263355.1	52689	Acetobacterium bakii	strain=DSM 8239	models/a/acetobacterium/Acetobacterium_bakii_DSM_8239.xml.gz	52689	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Eubacteriales	f__Eubacteriaceae	g__Acetobacterium	s__Acetobacterium bakii
GCF_001766835.1	52694	Acetobacterium wieringae	strain=DSM 1911	models/a/acetobacterium/Acetobacterium_wieringae_DSM_1911.xml.gz	52694	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Eubacteriales	f__Eubacteriaceae	g__Acetobacterium	s__Acetobacterium wieringae
GCF_900188005.1	52697	Actinoplanes regularis	strain=DSM 43151	models/a/actinoplanes/Actinoplanes_regularis_DSM_43151.xml.gz	52697	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanes regularis
GCF_000280015.1	1094551	Bartonella alsatica IBS 382	strain=IBS 382	models/b/bartonella/Bartonella_alsatica_IBS_382.xml.gz	1094551	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A	f__Rhizobiaceae_A	g__Bartonella	s__Bartonella alsatica
GCF_000429265.1	1120943	Actinomyces gerencseriae DSM 6844	strain=DSM 6844	models/a/actinomyces/Actinomyces_gerencseriae_DSM_6844.xml.gz	1120943	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	s__Actinomyces gerencseriae
GCF_001907235.1	52770	Actinomyces hordeovulneris	strain=DSM 20732	models/a/actinomyces/Actinomyces_hordeovulneris_DSM_20732.xml.gz	52770	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Buchananella	s__Buchananella hordeovulneris
GCF_001262055.1	52773	Actinomyces meyeri	strain=W712	models/a/actinomyces/Actinomyces_meyeri_W712.xml.gz	52773	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia	s__Pauljensenia meyeri
GCF_000428685.1	1278298	Actinomyces slackii ATCC 49928	strain=ATCC 49928	models/a/actinomyces/Actinomyces_slackii_ATCC_49928.xml.gz	1278298	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	s__Actinomyces slackii
GCF_000686525.1	1121413	Desulfonatronovibrio hydrogenovorans DSM 9292	strain=DSM 9292	models/d/desulfonatronovibrio/Desulfonatronovibrio_hydrogenovorans_DSM_9292.xml.gz	1121413	d__Bacteria	p__Desulfobacterota_I	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfonatronovibrionaceae	g__Desulfonatronovibrio	s__Desulfonatronovibrio hydrogenovorans
